Entity,Code,Year,Human Development Index,GDP per capita,Population,World region according to OWID
Azerbaijan,AZE,2023,0.789,21310.738,10318209,Asia
Azerbaijan,AZE,2024,,22072.148,10318209,Asia
Bahamas,BHS,1990,0.762,33072.16,275954,North America
Bahamas,BHS,1991,0.762,31148.904,280745,North America
Bahamas,BHS,1992,0.762,29412.88,285938,North America
Bahamas,BHS,1993,0.763,28955.352,291350,North America
Bahamas,BHS,1994,0.765,29346.361,296519,North America
Bahamas,BHS,1995,0.774,30128.193,301471,North America
Bahamas,BHS,1996,0.779,30907.82,306281,North America
Bahamas,BHS,1997,0.773,30839.025,310914,North America
Bahamas,BHS,1998,0.777,31836.527,315376,North America
Bahamas,BHS,1999,0.783,33657.805,319623,North America
Bahamas,BHS,2000,0.787,34597.164,323846,North America
Bahamas,BHS,2001,0.79,35072.367,327847,North America
Bahamas,BHS,2002,0.793,35610.68,331625,North America
Bahamas,BHS,2003,0.794,34740.76,335625,North America
Bahamas,BHS,2004,0.795,34617.805,339794,North America
Bahamas,BHS,2005,0.798,35365.465,343905,North America
Bahamas,BHS,2006,0.8,35789.133,348386,North America
Bahamas,BHS,2007,0.801,35797.117,353343,North America
Bahamas,BHS,2008,0.801,34498.035,358133,North America
Bahamas,BHS,2009,0.8,32630.264,362806,North America
Bahamas,BHS,2010,0.801,32711.459,367482,North America
Bahamas,BHS,2011,0.802,32535.662,371738,North America
Bahamas,BHS,2012,0.805,33667.555,375474,North America
Bahamas,BHS,2013,0.805,32402.916,378957,North America
Bahamas,BHS,2014,0.807,32712.635,382312,North America
Bahamas,BHS,2015,0.807,32777.586,385355,North America
Bahamas,BHS,2016,0.808,32172.336,388060,North America
Bahamas,BHS,2017,0.81,33050.035,390496,North America
Bahamas,BHS,2018,0.812,33650.215,392718,North America
Bahamas,BHS,2019,0.8,33202.49,394684,North America
Bahamas,BHS,2020,0.797,26452.695,395874,North America
Bahamas,BHS,2021,0.794,31064.682,396381,North America
Bahamas,BHS,2022,0.818,34342.93,397542,North America
Bahamas,BHS,2023,0.82,35221.27,399452,North America
Bahamas,BHS,2024,,36244.05,399452,North America
Bahrain,BHR,1990,0.734,41856.543,514799,Asia
Bahrain,BHR,1991,0.728,47644.023,531883,Asia
Bahrain,BHR,1992,0.728,49511.95,547753,Asia
Bahrain,BHR,1993,0.732,54433.137,562820,Asia
Bahrain,BHR,1994,0.732,52886.58,577960,Asia
Bahrain,BHR,1995,0.737,53537.684,593230,Asia
Bahrain,BHR,1996,0.741,54289.438,608593,Asia
Bahrain,BHR,1997,0.746,54512.855,624019,Asia
Bahrain,BHR,1998,0.754,55638.695,639391,Asia
Bahrain,BHR,1999,0.761,56522.227,654622,Asia
Bahrain,BHR,2000,0.775,57968.996,669589,Asia
Bahrain,BHR,2001,0.785,57280.7,699964,Asia
Bahrain,BHR,2002,0.791,55096.656,752205,Asia
Bahrain,BHR,2003,0.799,54431.875,811276,Asia
Bahrain,BHR,2004,0.795,54045.094,871446,Asia
Bahrain,BHR,2005,0.791,53478.266,932618,Asia
Bahrain,BHR,2006,0.795,52691.934,994626,Asia
Bahrain,BHR,2007,0.8,52731.793,1057419,Asia
Bahrain,BHR,2008,0.804,52765.39,1120718,Asia
Bahrain,BHR,2009,0.804,50665.75,1183616,Asia
Bahrain,BHR,2010,0.81,50704.848,1213248,Asia
Bahrain,BHR,2011,0.817,53132.33,1206733,Asia
Bahrain,BHR,2012,0.833,54516.84,1216307,Asia
Bahrain,BHR,2013,0.846,55376.402,1257206,Asia
Bahrain,BHR,2014,0.847,55065.82,1312857,Asia
Bahrain,BHR,2015,0.868,54149.914,1369656,Asia
Bahrain,BHR,2016,0.871,54107.074,1429609,Asia
Bahrain,BHR,2017,0.874,53859.773,1482003,Asia
Bahrain,BHR,2018,0.886,54893.074,1497634,Asia
Bahrain,BHR,2019,0.894,56749.96,1485675,Asia
Bahrain,BHR,2020,0.885,53814.246,1483081,Asia
Bahrain,BHR,2021,0.885,54954.676,1501762,Asia
Bahrain,BHR,2022,0.902,57572.996,1533460,Asia
Bahrain,BHR,2023,0.899,57819.906,1569674,Asia
Bahrain,BHR,2024,,58891.832,1569674,Asia
Bangladesh,BGD,1990,0.397,2069.7822,111633722,Asia
Bangladesh,BGD,1991,0.395,2101.3835,113787112,Asia
Bangladesh,BGD,1992,0.411,2174.3823,115952198,Asia
Bangladesh,BGD,1993,0.419,2234.81,118132363,Asia
Bangladesh,BGD,1994,0.426,2279.0942,120343183,Asia
Bangladesh,BGD,1995,0.434,2351.7039,122600372,Asia
Bangladesh,BGD,1996,0.442,2413.543,124862185,Asia
Bangladesh,BGD,1997,0.451,2475.5957,127198070,Asia
Bangladesh,BGD,1998,0.459,2555.0613,129622332,Asia
Bangladesh,BGD,1999,0.468,2624.0654,132108065,Asia
Bangladesh,BGD,2000,0.477,2712.935,134544303,Asia
Bangladesh,BGD,2001,0.486,2803.5547,136805810,Asia
Bangladesh,BGD,2002,0.494,2866.4346,138933659,Asia
Bangladesh,BGD,2003,0.503,2958.915,140970355,Asia
Bangladesh,BGD,2004,0.511,3071.838,142902857,Asia
Bangladesh,BGD,2005,0.52,3231.6138,144715789,Asia
Bangladesh,BGD,2006,0.527,3407.4272,146405983,Asia
Bangladesh,BGD,2007,0.534,3608.9155,147989282,Asia
Bangladesh,BGD,2008,0.538,3787.9382,149474264,Asia
Bangladesh,BGD,2009,0.551,3942.1362,150873716,Asia
Bangladesh,BGD,2010,0.561,4125.464,152201978,Asia
Bangladesh,BGD,2011,0.572,4352.4263,153591074,Asia
Bangladesh,BGD,2012,0.583,4592.0483,155070110,Asia
Bangladesh,BGD,2013,0.589,4822.726,156532134,Asia
Bangladesh,BGD,2014,0.6,5068.6396,157964931,Asia
Bangladesh,BGD,2015,0.621,5352.7114,159383179,Asia
Bangladesh,BGD,2016,0.632,5682.5356,160811934,Asia
Bangladesh,BGD,2017,0.633,6005.707,162186146,Asia
Bangladesh,BGD,2018,0.646,6392.5933,163523109,Asia
Bangladesh,BGD,2019,0.656,6838.326,164913060,Asia
Bangladesh,BGD,2020,0.663,7015.1978,166298024,Asia
Bangladesh,BGD,2021,0.663,7441.0693,167658855,Asia
Bangladesh,BGD,2022,0.68,7888.164,169384891,Asia
Bangladesh,BGD,2023,0.685,8242.398,171466986,Asia
Bangladesh,BGD,2024,,8486.785,171466986,Asia
Barbados,BRB,1990,0.73,19613.248,258583,North America
Barbados,BRB,1991,0.732,18790.87,259382,North America
Barbados,BRB,1992,0.732,17660.324,260272,North America
Barbados,BRB,1993,0.735,17748.555,261036,North America
Barbados,BRB,1994,0.74,18064.4,261625,North America
Barbados,BRB,1995,0.744,18398.75,262046,North America
Barbados,BRB,1996,0.748,19112.504,262290,North America
Barbados,BRB,1997,0.752,20010.217,262405,North America
Barbados,BRB,1998,0.754,20752.81,262434,North America
Barbados,BRB,1999,0.756,20815.836,262521,North America
Barbados,BRB,2000,0.762,21779.22,262071,North America
Barbados,BRB,2001,0.763,21234.709,262429,North America
Barbados,BRB,2002,0.767,21262.309,264155,North America
Barbados,BRB,2003,0.771,21591.791,265789,North America
Barbados,BRB,2004,0.775,21771.902,267297,North America
Barbados,BRB,2005,0.779,22514.484,268717,North America
Barbados,BRB,2006,0.783,23766.607,270011,North America
Barbados,BRB,2007,0.79,24145.754,271298,North America
Barbados,BRB,2008,0.794,24171.652,272719,North America
Barbados,BRB,2009,0.798,22840.885,274137,North America
Barbados,BRB,2010,0.797,22243.457,275251,North America
Barbados,BRB,2011,0.794,22102.482,276150,North America
Barbados,BRB,2012,0.797,21286.332,276949,North America
Barbados,BRB,2013,0.798,20854.568,277669,North America
Barbados,BRB,2014,0.799,20959.965,278355,North America
Barbados,BRB,2015,0.8,20666.965,278999,North America
Barbados,BRB,2016,0.803,20930.633,279604,North America
Barbados,BRB,2017,0.804,21035.793,280177,North America
Barbados,BRB,2018,0.806,20727.422,280719,North America
Barbados,BRB,2019,0.808,20737.979,281216,North America
Barbados,BRB,2020,0.803,17728.072,281706,North America
Barbados,BRB,2021,0.803,17682.732,282157,North America
Barbados,BRB,2022,0.807,20716.285,282324,North America
Barbados,BRB,2023,0.811,21318.672,282347,North America
Barbados,BRB,2024,,21837.725,282347,North America
Belarus,BLR,1990,,12351.636,10186258,Europe
Belarus,BLR,1991,,12197.788,10193889,Europe
Belarus,BLR,1992,,11002.602,10217561,Europe
Belarus,BLR,1993,,10143.984,10241320,Europe
Belarus,BLR,1994,,8967.73,10230193,Europe
Belarus,BLR,1995,0.692,8061.196,10197466,Europe
Belarus,BLR,1996,0.697,8314.856,10164025,Europe
Belarus,BLR,1997,0.704,9301.327,10122365,Europe
Belarus,BLR,1998,0.709,10128.156,10080579,Europe
Belarus,BLR,1999,0.716,10519.749,10039221,Europe
Belarus,BLR,2000,0.724,11182.455,9991310,Europe
Belarus,BLR,2001,0.731,11771.087,9938068,Europe
Belarus,BLR,2002,0.738,12443.933,9873451,Europe
Belarus,BLR,2003,0.747,13413.927,9803175,Europe
Belarus,BLR,2004,0.758,15052.118,9735089,Europe
Belarus,BLR,2005,0.767,16579.873,9667833,Europe
Belarus,BLR,2006,0.777,18349.871,9608041,Europe
Belarus,BLR,2007,0.786,20019.611,9563135,Europe
Belarus,BLR,2008,0.796,22137.947,9529357,Europe
Belarus,BLR,2009,0.798,22236.838,9507334,Europe
Belarus,BLR,2010,0.803,24012.613,9490752,Europe
Belarus,BLR,2011,0.812,25404.756,9472738,Europe
Belarus,BLR,2012,0.818,25879.133,9463075,Europe
Belarus,BLR,2013,0.821,26147.625,9464454,Europe
Belarus,BLR,2014,0.825,26564.436,9472704,Europe
Belarus,BLR,2015,0.825,25513.213,9487289,Europe
Belarus,BLR,2016,0.825,24846.83,9499066,Europe
Belarus,BLR,2017,0.828,25503.98,9495793,Europe
Belarus,BLR,2018,0.827,26363.463,9480031,Europe
Belarus,BLR,2019,0.826,26798.82,9435415,Europe
Belarus,BLR,2020,0.815,26731.496,9350943,Europe
Belarus,BLR,2021,0.817,27611.18,9251368,Europe
Belarus,BLR,2022,0.824,26537.508,9173240,Europe
Belarus,BLR,2023,0.824,27782.438,9115679,Europe
Belarus,BLR,2024,,29040.973,9115679,Europe
Belgium,BEL,1990,0.824,41640.06,9960968,Europe
Belgium,BEL,1991,0.829,42246.074,9998962,Europe
Belgium,BEL,1992,0.845,42719.047,10045988,Europe
Belgium,BEL,1993,0.86,42143.195,10084932,Europe
Belgium,BEL,1994,0.868,43369.277,10116005,Europe
Belgium,BEL,1995,0.875,44310.63,10137264,Europe
Belgium,BEL,1996,0.881,44808.523,10156972,Europe
Belgium,BEL,1997,0.884,46396.004,10181465,Europe
Belgium,BEL,1998,0.886,47205.31,10203185,Europe
Belgium,BEL,1999,0.889,48765.766,10226681,Europe
Belgium,BEL,2000,0.894,50455.734,10251719,Europe
Belgium,BEL,2001,0.899,50835.4,10287005,Europe
Belgium,BEL,2002,0.901,51471.85,10332975,Europe
Belgium,BEL,2003,0.903,51788.844,10376262,Europe
Belgium,BEL,2004,0.909,53406.69,10421298,Europe
Belgium,BEL,2005,0.911,54346.895,10478883,Europe
Belgium,BEL,2006,0.913,55367.62,10548445,Europe
Belgium,BEL,2007,0.916,56983.46,10625488,Europe
Belgium,BEL,2008,0.917,56787.74,10709711,Europe
Belgium,BEL,2009,0.919,55258.707,10812936,Europe
Belgium,BEL,2010,0.921,56240.203,10936619,Europe
Belgium,BEL,2011,0.923,56585.3,11038624,Europe
Belgium,BEL,2012,0.923,56356.824,11107522,Europe
Belgium,BEL,2013,0.925,56263.176,11160277,Europe
Belgium,BEL,2014,0.93,57002.91,11210113,Europe
Belgium,BEL,2015,0.933,57509.023,11275332,Europe
Belgium,BEL,2016,0.936,57901.496,11332707,Europe
Belgium,BEL,2017,0.94,58529.332,11376583,Europe
Belgium,BEL,2018,0.942,59357.69,11428608,Europe
Belgium,BEL,2019,0.945,60479.977,11490623,Europe
Belgium,BEL,2020,0.939,57333.543,11540102,Europe
Belgium,BEL,2021,0.948,60669.215,11570843,Europe
Belgium,BEL,2022,0.945,62561.78,11641814,Europe
Belgium,BEL,2023,0.951,63095.402,11712891,Europe
Belgium,BEL,2024,,63347.785,11712891,Europe
Belize,BLZ,1990,0.617,8251.617,183090,North America
Belize,BLZ,1991,0.626,9028.073,187056,North America
Belize,BLZ,1992,0.634,9967.777,190995,North America
Belize,BLZ,1993,0.64,10366.859,194916,North America
Belize,BLZ,1994,0.643,10146.399,199101,North America
Belize,BLZ,1995,0.647,9967.847,204165,North America
Belize,BLZ,1996,0.65,9782.645,210321,North America
Belize,BLZ,1997,0.654,9862.267,217459,North America
Belize,BLZ,1998,0.657,9894.6,225186,North America
Belize,BLZ,1999,0.664,10460.635,233066,North America
Belize,BLZ,2000,0.671,11363.687,240809,North America
Belize,BLZ,2001,0.676,11567.026,248393,North America
Belize,BLZ,2002,0.686,11828.187,256019,North America
Belize,BLZ,2003,0.696,12589.268,263794,North America
Belize,BLZ,2004,0.703,12807.166,271695,North America
Belize,BLZ,2005,0.7,12714.97,279747,North America
Belize,BLZ,2006,0.713,12912.53,287889,North America
Belize,BLZ,2007,0.718,12973.207,296117,North America
Belize,BLZ,2008,0.72,12415.681,304373,North America
Belize,BLZ,2009,0.724,12033.91,312619,North America
Belize,BLZ,2010,0.727,11913.664,320256,North America
Belize,BLZ,2011,0.725,11641.771,327306,North America
Belize,BLZ,2012,0.727,11843.415,334421,North America
Belize,BLZ,2013,0.724,12064.797,341635,North America
Belize,BLZ,2014,0.721,12272.296,348934,North America
Belize,BLZ,2015,0.721,12348.795,356341,North America
Belize,BLZ,2016,0.727,12063.06,364717,North America
Belize,BLZ,2017,0.722,11572.301,373215,North America
Belize,BLZ,2018,0.723,11451.897,380232,North America
Belize,BLZ,2019,0.725,11765.975,385833,North America
Belize,BLZ,2020,0.713,10045.141,390819,North America
Belize,BLZ,2021,0.713,11716.327,395355,North America
Belize,BLZ,2022,0.717,12565.364,402741,North America
Belize,BLZ,2023,0.721,12371.009,411112,North America
Belize,BLZ,2024,,12621.408,411112,North America
Benin,BEN,1990,0.351,2207.0679,5281482,Africa
Benin,BEN,1991,0.358,2230.4604,5446935,Africa
Benin,BEN,1992,0.363,2226.5667,5617847,Africa
Benin,BEN,1993,0.371,2254.2456,5872707,Africa
Benin,BEN,1994,0.375,2215.3662,6096510,Africa
Benin,BEN,1995,0.383,2300.141,6226775,Africa
Benin,BEN,1996,0.389,2337.6304,6391861,Africa
Benin,BEN,1997,0.396,2399.786,6583375,Africa
Benin,BEN,1998,0.401,2419.1,6789492,Africa
Benin,BEN,1999,0.407,2470.685,7002818,Africa
Benin,BEN,2000,0.415,2536.169,7221618,Africa
Benin,BEN,2001,0.426,2591.065,7445599,Africa
Benin,BEN,2002,0.435,2630.1807,7675430,Africa
Benin,BEN,2003,0.442,2639.0437,7913074,Africa
Benin,BEN,2004,0.449,2672.844,8159098,Africa
Benin,BEN,2005,0.456,2632.4724,8426145,Africa
Benin,BEN,2006,0.462,2652.2185,8693243,Africa
Benin,BEN,2007,0.469,2729.1375,8953973,Africa
Benin,BEN,2008,0.475,2777.6196,9228468,Africa
Benin,BEN,2009,0.48,2758.0725,9509431,Africa
Benin,BEN,2010,0.485,2733.574,9797488,Africa
Benin,BEN,2011,0.49,2732.0125,10093626,Africa
Benin,BEN,2012,0.497,2779.7266,10397659,Africa
Benin,BEN,2013,0.506,2893.0466,10708831,Africa
Benin,BEN,2014,0.509,2987.3823,11030008,Africa
Benin,BEN,2015,0.511,2952.0022,11360681,Africa
Benin,BEN,2016,0.51,2962.6638,11697845,Africa
Benin,BEN,2017,0.507,3041.7793,12039777,Africa
Benin,BEN,2018,0.507,3155.4512,12383349,Africa
Benin,BEN,2019,0.507,3281.1047,12726760,Africa
Benin,BEN,2020,0.504,3317.8596,13070169,Africa
Benin,BEN,2021,0.506,3464.2886,13413423,Africa
Benin,BEN,2022,0.512,3588.3252,13759507,Africa
Benin,BEN,2023,0.515,3721.2126,14111035,Africa
Benin,BEN,2024,,3901.326,14111035,Africa
Bermuda,BMU,1990,,79747.484,57584,North America
Bermuda,BMU,1991,,76365.05,58007,North America
Bermuda,BMU,1992,,75766.695,58430,North America
Bermuda,BMU,1993,,77503.46,58834,North America
Bermuda,BMU,1994,,77470.3,59214,North America
Bermuda,BMU,1995,,80427.24,59549,North America
Bermuda,BMU,1996,,82122.78,59836,North America
Bermuda,BMU,1997,,85380.836,60194,North America
Bermuda,BMU,1998,,88034.81,60659,North America
Bermuda,BMU,1999,,90290.56,61142,North America
Bermuda,BMU,2000,,98019.93,61569,North America
Bermuda,BMU,2001,,104560.836,61887,North America
Bermuda,BMU,2002,,102559.766,62163,North America
Bermuda,BMU,2003,,105642.98,62405,North America
Bermuda,BMU,2004,,107803.2,62576,North America
Bermuda,BMU,2005,,109335.38,62730,North America
Bermuda,BMU,2006,,115170.9,62855,North America
Bermuda,BMU,2007,,118691.07,63030,North America
Bermuda,BMU,2008,,115942.73,63319,North America
Bermuda,BMU,2009,,108962.82,63587,North America
Bermuda,BMU,2010,,105968.875,63748,North America
Bermuda,BMU,2011,,101989.93,63753,North America
Bermuda,BMU,2012,,96711.07,63665,North America
Bermuda,BMU,2013,,96549.79,63593,North America
Bermuda,BMU,2014,,93042.27,63551,North America
Bermuda,BMU,2015,,93859.875,63482,North America
Bermuda,BMU,2016,,93265.07,63466,North America
Bermuda,BMU,2017,,96437.195,63603,North America
Bermuda,BMU,2018,,95639.23,63852,North America
Bermuda,BMU,2019,,95519.92,64130,North America
Bermuda,BMU,2020,,88618.086,64404,North America
Bermuda,BMU,2021,,92319.67,64672,North America
Bermuda,BMU,2022,,98145.17,64772,North America
Bermuda,BMU,2023,,103052.35,64721,North America
Bermuda,BMU,2024,,109311.94,64721,North America
Bhutan,BTN,1990,,3411.3838,589295,Asia
Bhutan,BTN,1991,,3338.0095,599789,Asia
Bhutan,BTN,1992,,3624.598,577780,Asia
Bhutan,BTN,1993,,3850.5513,554680,Asia
Bhutan,BTN,1994,,4042.4941,554509,Asia
Bhutan,BTN,1995,,4379.8706,547995,Asia
Bhutan,BTN,1996,,4616.92,548792,Asia
Bhutan,BTN,1997,,4778.705,558698,Asia
Bhutan,BTN,1998,,4965.8765,569439,Asia
Bhutan,BTN,1999,,5241.3667,582589,Asia
Bhutan,BTN,2000,,5287.574,596871,Asia
Bhutan,BTN,2001,,5545.6304,610801,Asia
Bhutan,BTN,2002,,5991.255,624417,Asia
Bhutan,BTN,2003,,6323.541,637667,Asia
Bhutan,BTN,2004,,6517.997,650559,Asia
Bhutan,BTN,2005,,6850.804,661875,Asia
Bhutan,BTN,2006,,7140.856,670803,Asia
Bhutan,BTN,2007,,8195.07,678643,Asia
Bhutan,BTN,2008,,8470.035,686359,Asia
Bhutan,BTN,2009,,9019.118,693994,Asia
Bhutan,BTN,2010,0.593,9985.284,701638,Asia
Bhutan,BTN,2011,0.603,10714.687,709387,Asia
Bhutan,BTN,2012,0.609,11143.944,717288,Asia
Bhutan,BTN,2013,0.616,11212.4795,725282,Asia
Bhutan,BTN,2014,0.626,11744.519,733151,Asia
Bhutan,BTN,2015,0.637,12400.298,740623,Asia
Bhutan,BTN,2016,0.647,13320.976,747878,Asia
Bhutan,BTN,2017,0.656,13482.343,754343,Asia
Bhutan,BTN,2018,0.667,13854.8545,759766,Asia
Bhutan,BTN,2019,0.68,14555.188,764830,Asia
Bhutan,BTN,2020,0.688,12979.937,770013,Asia
Bhutan,BTN,2021,0.691,13458.8125,775450,Asia
Bhutan,BTN,2022,0.695,14061.3125,780921,Asia
Bhutan,BTN,2023,0.698,14610.296,786386,Asia
Bolivia,BOL,1990,0.552,6247.1045,7130143,South America
Bolivia,BOL,1991,0.561,6440.486,7280294,South America
Bolivia,BOL,1992,0.568,6414.3286,7430337,South America
Bolivia,BOL,1993,0.577,6556.8164,7579196,South America
Bolivia,BOL,1994,0.586,6731.2847,7727320,South America
Bolivia,BOL,1995,0.594,6914.342,7874676,South America
Bolivia,BOL,1996,0.602,7083.6133,8021742,South America
Bolivia,BOL,1997,0.61,7301.5093,8167911,South America
Bolivia,BOL,1998,0.618,7534.5166,8313400,South America
Bolivia,BOL,1999,0.624,7435.7256,8459810,South America
Bolivia,BOL,2000,0.63,7492.4336,8606330,South America
Bolivia,BOL,2001,0.639,7491.1523,8752740,South America
Bolivia,BOL,2002,0.642,7550.0156,8900358,South America
Bolivia,BOL,2003,0.645,7625.9053,9050703,South America
Bolivia,BOL,2004,0.648,7811.5967,9204297,South America
Bolivia,BOL,2005,0.658,8020.6357,9360758,South America
Bolivia,BOL,2006,0.656,8263.319,9521685,South America
Bolivia,BOL,2007,0.664,8493.948,9685960,South America
Bolivia,BOL,2008,0.668,8865.272,9850859,South America
Bolivia,BOL,2009,0.671,9011.557,10016279,South America
Bolivia,BOL,2010,0.677,9230.398,10182345,South America
Bolivia,BOL,2011,0.683,9554.445,10348931,South America
Bolivia,BOL,2012,0.685,9884.462,10515814,South America
Bolivia,BOL,2013,0.699,10391.384,10682612,South America
Bolivia,BOL,2014,0.701,10790.848,10848889,South America
Bolivia,BOL,2015,0.704,11144.642,11014707,South America
Bolivia,BOL,2016,0.714,11448.021,11180020,South America
Bolivia,BOL,2017,0.715,11755.256,11344591,South America
Bolivia,BOL,2018,0.722,11920.313,11508370,South America
Bolivia,BOL,2019,0.728,11930.916,11671386,South America
Bolivia,BOL,2020,0.697,10285.659,11816301,South America
Bolivia,BOL,2021,0.693,11202.441,11937369,South America
Bolivia,BOL,2022,0.727,11487.715,12077156,South America
Bolivia,BOL,2023,0.733,11616.157,12244161,South America
Bolivia,BOL,2024,,11329.151,12244161,South America
Bosnia and Herzegovina,BIH,1990,,2413.9482,4448658,Europe
Bosnia and Herzegovina,BIH,1991,,2183.5352,4458350,Europe
Bosnia and Herzegovina,BIH,1992,,2150.9197,4234620,Europe
Bosnia and Herzegovina,BIH,1993,,2281.8992,3904484,Europe
Bosnia and Herzegovina,BIH,1994,,2657.814,3725412,Europe
Bosnia and Herzegovina,BIH,1995,,3090.391,3715565,Europe
Bosnia and Herzegovina,BIH,1996,,4569.0015,3875246,Europe
Bosnia and Herzegovina,BIH,1997,,6020.9854,4018228,Europe
Bosnia and Herzegovina,BIH,1998,,6899.3257,4089357,Europe
Bosnia and Herzegovina,BIH,1999,,7481.335,4130312,Europe
Bosnia and Herzegovina,BIH,2000,0.674,7830.534,4159785,Europe
Bosnia and Herzegovina,BIH,2001,0.677,7982.552,4179446,Europe
Bosnia and Herzegovina,BIH,2002,0.683,8366.727,4188006,Europe
Bosnia and Herzegovina,BIH,2003,0.689,8709.993,4178523,Europe
Bosnia and Herzegovina,BIH,2004,0.694,9344.869,4140990,Europe
Bosnia and Herzegovina,BIH,2005,0.698,9814.511,4096493,Europe
Bosnia and Herzegovina,BIH,2006,0.701,10430.455,4063269,Europe
Bosnia and Herzegovina,BIH,2007,0.709,11178.728,4013420,Europe
Bosnia and Herzegovina,BIH,2008,0.719,11983.77,3947545,Europe
Bosnia and Herzegovina,BIH,2009,0.722,11826.699,3879798,Europe
Bosnia and Herzegovina,BIH,2010,0.725,12142.912,3811480,Europe
Bosnia and Herzegovina,BIH,2011,0.731,12487.701,3741799,Europe
Bosnia and Herzegovina,BIH,2012,0.742,12626.979,3670109,Europe
Bosnia and Herzegovina,BIH,2013,0.756,13135.772,3610857,Europe
Bosnia and Herzegovina,BIH,2014,0.765,13458.908,3564831,Europe
Bosnia and Herzegovina,BIH,2015,0.769,14220.149,3518541,Europe
Bosnia and Herzegovina,BIH,2016,0.776,14873.703,3472997,Europe
Bosnia and Herzegovina,BIH,2017,0.78,15554.724,3428684,Europe
Bosnia and Herzegovina,BIH,2018,0.785,16349.067,3386999,Europe
Bosnia and Herzegovina,BIH,2019,0.788,17029.367,3345532,Europe
Bosnia and Herzegovina,BIH,2020,0.783,16747.105,3299352,Europe
Bosnia and Herzegovina,BIH,2021,0.783,18286.738,3244912,Europe
Bosnia and Herzegovina,BIH,2022,0.799,19298.197,3204802,Europe
Bosnia and Herzegovina,BIH,2023,0.804,19805,3185072,Europe
Bosnia and Herzegovina,BIH,2024,,20527.693,3185072,Europe
Botswana,BWA,1990,0.59,10520.918,1305699,Africa
